"cohort","labanimalid","rfid","sex","box","sha_mean_delta_esc_08_10","sha_mean_08_10","sha_mean_inactive_08_10","sha_mean_to_08_10","sha_loading_phase_intake_08_10","sha_titration_phase_08_10","sha_iti_median_08_10","sha_mean_iti","sha_behavior_stability_08_10","sha_behavior_stability_08_10_na","sha_mean_01_03","sha_mean_inactive_01_03","sha_mean_to_01_03","sha_loading_phase_intake_01_03","sha_titration_phase_01_03","sha_iti_median_01_03","sha_mean_iti_2","sha_behavior_stability_01_03","sha_sd_iti_na_2","sha_rewards_first1hr_2","lga_mean_delta_esc_12_14","lga_mean_12_14","lga_mean_inactive_12_14","lga_mean_to_12_14","lga_loading_phase_intake_12_14","lga_titration_phase_12_14","lga_iti_median_12_14","lga_mean_iti","lga_behavior_stability_12_14","lga_behavior_stability_12_14_na","shock_03","shock_03_pre","shock_03_avg1h","irr_age","irr_agg_change","irr_def_change","irr_total_change","pr_01_sha","pr_02_lga","pr_03_postshock","pr_01_sha_breakpoint","pr_02_lga_breakpoint","pr_03_postshock_breakpoint","pr_max_02_03","pr_max_02_03_breakpoint","weight_surgery","sha_01_age","sha_08_age","lga_12_age","shock_03_age","pr_01_age","pr_02_age","pr_03_age","sha_coefficient_of_variation","sha_coefficient_of_variation_2","lga_coefficient_of_variation","addiction_index_no_sex_z","add_index_sexcohort_z","add_ind_calc_no_z_shock_03","addiction_index_no_sex_z_shock_03_avg1h","add_index_palmer_shock_03_avg1h","add_ind_calc_no_z_shock_03_avg1h","add_ind_olivier","room"
"C01","F1","933000120124701","F","1.0",0.2122505587976533,17.666666666666668,2.0,15.5,0.0,24.0,152.0,NULL,708.4961883375865,708.4961883375865,1.3333333333333333,1.0,0.666666666666667,0.0,2.0,NULL,NULL,0.0,NULL,NULL,0.4654857332179965,143.0,0.6666666666666666,4.333333333333333,25.0,66.0,148.5,NULL,72.70054606884578,72.70054606884578,26.0,nan,-0.10344827586206896,nan,nan,nan,nan,10.0,13.0,11.0,40.0,77.0,50.0,13.0,77.0,177.0,78.0,87.0,108.0,122.0,92.0,114.0,117.0,2.421933187115724,0.0,0.4818275996908428,1.1090354989805464,0.8739126645382465,1.6236399128679482,-0.16299860963144308,-0.16299860963144308,-0.060136498161697326,0.6757522345576595,"NaN"
"C02","F103","933000120138286","F","6.0",-0.908162885225595,1.6666666666666667,1.6666666666666667,1.0,1.0,0.33333333333333304,600.0,NULL,173.205080756888,86.6025403784439,0.3333333333333333,2.0,0.33333333333333304,nan,nan,NULL,NULL,nan,NULL,NULL,-0.9464583234289926,85.66666666666667,1.3333333333333333,291.66666666666697,0.33333333333333304,24.6666666666667,140.0,NULL,182.393741707495,182.393741707495,nan,nan,nan,50.0,-2.333333333333333,-2.0,-4.333333333333334,0.0,0.0,11.0,1.0,1.0,50.0,11.0,50.0,155.0,51.0,60.0,81.0,99.0,65.0,87.0,94.0,0.31491832864888697,nan,0.8392386327125971,-0.5366256616409031,-0.9003696227123958,-0.253837962500674,nan,nan,nan,-0.905675916181861,"NaN"
"C03","F307","933000120138579","F","7.0",-0.0105380689334926,14.333333333333336,2.6666666666666665,7.0,6.0,19.0,495.5,NULL,154.1867293251919,154.1867293251919,7.333333333333332,25.66666666666667,1.6666666666666667,3.0,12.0,NULL,NULL,622.3709602707743,NULL,NULL,-0.6663368001608512,83.33333333333333,9.0,32.333333333333336,8.0,19.0,59.0,NULL,440.1563673221991,440.1563673221991,6.0,-0.3333333333333333,-0.7391304347826086,77.0,-2.333333333333333,10.666666666666666,8.333333333333332,15.0,16.0,13.0,118.0,145.0,77.0,16.0,145.0,140.0,80.0,89.0,111.0,125.0,95.0,117.0,122.0,0.3025939148762475,0.6873829125818002,1.7335069635911595,0.1876913334204692,-0.11081413179218937,-0.253837962500674,-0.8202879309542652,-0.8202879309542652,-0.2408566405093948,-0.4397898281765297,"NaN"
"C04","F410","933000120138674","F","10.0",-0.8957540215150867,0.6666666666666666,3.333333333333333,0.0,0.0,1.0,3516.0,NULL,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,2.0,NULL,NULL,0.0,NULL,NULL,-1.9887724994616225,9.333333333333334,27.0,0.6666666666666666,0.0,12.0,383.0,NULL,2125.651370850827,2125.651370850827,13.0,-0.2352941176470588,nan,56.0,4.333333333333334,6.333333333333332,10.666666666666668,1.0,2.0,16.0,2.0,4.0,145.0,16.0,145.0,150.0,59.0,68.0,89.0,104.0,73.0,95.0,98.0,0.0,0.0,2.154434617338469,-0.146594247396204,-0.5250342634632502,0.3719879959555334,nan,-1.49152854974452,nan,-0.3132123933913898,"NaN"
"C05","F512","933000120138607","F","12.0",0.4743653070471612,20.666666666666668,0.6666666666666666,2.333333333333333,6.0,32.0,303.0,NULL,162.37566431923858,162.37566431923858,5.666666666666668,3.6666666666666665,3.333333333333333,3.0,9.0,NULL,NULL,871.3955731457208,NULL,NULL,-1.289272712483831,26.33333333333333,184.33333333333331,1.3333333333333333,3.0,21.0,320.5,NULL,1132.9729219154485,1132.9729219154485,6.0,-0.7692307692307693,2.6,77.0,1.5,1.0,2.5,9.0,0.0,2.0,32.0,0.0,4.0,2.0,4.0,172.0,80.0,89.0,110.0,125.0,94.0,117.0,122.0,0.4813185387276465,0.8666906808780968,1.5200978385660533,-0.8187122402305406,-1.3016560930660732,-0.253837962500674,3.2618219187514503,2.5789900406521116,0.708435578917001,-1.3162455508145514,"MED1110"
"C05","M580","933000120138437","M","14.0",-0.5198921816904628,0.6666666666666666,1.3333333333333333,0.0,0.33333333333333304,0.33333333333333304,600.0,NULL,nan,0.0,2.0,4.0,0.0,nan,nan,NULL,NULL,nan,NULL,NULL,0.5114358485158723,83.0,11.0,9.0,4.0,14.0,266.66666666666697,NULL,140.878714307935,140.878714307935,2.0,-0.8461538461538461,-0.86046511627907,66.0,-2.0,0.0,-2.0,2.0,10.0,11.0,4.0,40.0,50.0,11.0,50.0,170.0,69.0,78.0,99.0,114.0,83.0,106.0,111.0,nan,nan,0.461021686694538,-0.08169228988265309,0.08976376114083755,-0.8796639209568814,nan,0.9660528513665452,nan,0.29147027453142743,"MED1110"
"C07","M769","933000320046379","M","1.0",0.1698974707556825,13.0,6.0,7.333333333333332,7.0,13.0,453.0,NULL,457.2085077935072,457.2085077935072,8.333333333333334,8.333333333333334,6.666666666666668,1.0,11.0,NULL,NULL,738.6045657491259,NULL,NULL,-0.21947322150161092,68.33333333333333,1.3333333333333333,9.666666666666666,10.0,24.0,239.0,NULL,192.57199155395284,192.57199155395284,8.0,-0.6521739130434783,-0.17241379310344826,64.0,6.0,-8.0,-2.0,3.0,9.0,12.0,6.0,32.0,62.0,12.0,62.0,219.0,67.0,76.0,98.0,105.0,81.0,103.0,110.0,0.8828786290063969,1.1389430466447583,0.6781652764738763,0.029895913398593026,-0.0021946302964417443,-0.1495336360913061,0.4572090447760585,0.15057728267213472,-0.07974292869941922,-0.12293491478846008,"MED1114"
"C08","M857","933000320046920","M","5.0",-0.9653511913844752,1.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1953.0,NULL,1353.2969617444155,1353.2969617444155,0.0,1.6666666666666667,0.0,0.0,0.0,NULL,NULL,nan,NULL,NULL,-1.5731941377568308,2.6666666666666665,3.0,0.0,2.0,4.0,80.0,NULL,9290.737116074268,7554.215921424275,nan,nan,nan,61.0,1.3333333333333337,2.0,3.333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,245.0,68.0,77.0,100.0,107.0,84.0,105.0,111.0,0.7611343991813362,nan,1.2211478557443638,-1.3674721974896429,-1.2403386578442963,-0.9839682473662492,nan,nan,nan,-1.0822715605442077,"BSB273D"
"C09","F927","933000320047335","F","11.0",0.8476663209523523,29.0,5.666666666666668,19.666666666666668,5.0,46.0,163.0,NULL,226.04447763072415,226.04447763072415,1.0,1.3333333333333333,0.0,0.0,1.0,NULL,NULL,1996.5,NULL,NULL,0.796282377702001,129.66666666666666,1.0,4.666666666666667,25.0,48.0,141.0,NULL,227.22847324767918,227.22847324767918,26.0,-0.037037037037037035,-0.1875,62.0,-2.333333333333333,-1.0,-3.333333333333333,9.0,9.0,9.0,32.0,32.0,32.0,9.0,32.0,163.0,69.0,78.0,99.0,106.0,83.0,104.0,108.0,0.9206175088960402,0.9900818249442104,1.4581910336426294,1.1562627594196109,0.9135966765867409,1.832248565686684,0.0660857160523983,-0.24633030868229916,-0.0840318353795459,0.7793361884439617,"BSB273C"
"C10","F1012","933000320047936","F","12.0",0.247499617363672,29.0,6.333333333333332,5.0,16.0,36.0,246.0,NULL,111.14667422649215,111.14667422649215,26.33333333333333,34.333333333333336,11.666666666666664,8.0,34.0,NULL,NULL,225.7476724126364,NULL,NULL,0.7319805668264745,115.33333333333331,7.0,2.333333333333333,26.0,55.0,186.0,NULL,66.64386509515745,66.64386509515745,1.0,-0.9902912621359224,-0.9610389610389609,76.0,8.666666666666666,1.3333333333333333,10.0,9.0,11.0,12.0,32.0,50.0,62.0,12.0,62.0,177.0,81.0,96.0,118.0,126.0,99.0,124.0,130.0,0.4511825561796425,0.8148574259491982,0.3547417009782893,0.032135550488002915,-0.09848280301905377,-0.9839682473662492,-0.6996317747469869,-0.6941767294483082,-0.3039437350431093,-0.3739479371793022,"BSB273B"
"C10","M1080","933000320047941","M","12.0",-0.7420206012963221,4.666666666666667,4.666666666666667,1.3333333333333333,0.0,8.0,1124.0,NULL,1212.0752915544042,1212.0752915544042,5.333333333333333,9.333333333333334,0.3333333333333333,4.0,6.0,NULL,NULL,1458.812814723797,NULL,NULL,0.9984060372200738,109.0,0.0,8.0,17.0,50.0,205.0,NULL,77.74837695092597,77.74837695092597,4.0,-0.8181818181818182,-0.8421052631578947,70.0,-5.333333333333333,5.0,-0.33333333333333304,4.0,9.0,8.0,9.0,32.0,25.0,9.0,32.0,237.0,75.0,90.0,112.0,120.0,93.0,118.0,124.0,0.8997117354138906,2.509536402197877,0.3945814465954483,-0.04077219731858181,0.0999902429436668,-0.6710552681381455,-0.5960197913339564,-0.709159798346978,-0.2701316883946661,-0.0508187405887681,"BSB273B"
"C11","M1168","933000320187088","M","16.0",-0.5013379877318536,3.0,1.0,0.6666666666666666,1.0,7.0,54.0,NULL,1817.4315808361011,1817.4315808361011,1.0,5.333333333333333,0.6666666666666666,0.33333333333333304,0.666666666666667,NULL,NULL,nan,NULL,NULL,1.5455839519465078,99.0,0.0,2.333333333333333,10.0,43.0,210.5,NULL,83.91769877675128,83.91769877675128,1.0,-0.75,-0.95,nan,nan,nan,nan,0.0,13.0,1.0,0.0,77.0,1.0,13.0,77.0,199.0,69.0,81.0,125.0,133.0,84.0,131.0,138.0,1.5884656094209897,nan,0.3867356915175935,0.34883884477342314,0.7882229385050054,-0.9839682473662492,-0.5186895376701224,-0.8525112930563791,-0.3008054330122336,0.8036377119316868,"BSB273E"
"C12","M1364","933000320048589","M","15.0",-0.0014109734546334039,14.666666666666664,10.333333333333334,5.666666666666668,7.0,19.0,442.0,NULL,326.9111455503902,326.9111455503902,10.333333333333334,7.0,1.0,4.0,10.0,NULL,NULL,472.55653343903566,NULL,NULL,-0.02002533786526769,96.33333333333331,2.333333333333333,11.666666666666664,3.0,47.0,225.5,NULL,102.63515246727854,102.63515246727854,27.0,-0.5,0.3965517241379311,nan,nan,nan,nan,6.0,15.0,18.0,15.0,118.0,219.0,18.0,219.0,271.0,61.0,72.0,93.0,101.0,75.0,96.0,103.0,0.6472550206473826,0.8678155005111167,0.4574357738139577,0.6975549172781821,1.061329231188366,2.04085721850542,-0.1455380424914512,0.44202798351061534,0.08201012323678647,1.25719697868227,"BSB273D"
"C13","M1464","933000320048789","M","12.0",1.7629535759995405,41.333333333333336,2.6666666666666665,34.666666666666664,18.0,48.0,88.0,NULL,179.71194118511312,179.71194118511312,0.0,5.333333333333333,0.0,nan,nan,NULL,NULL,nan,NULL,NULL,1.2703645299747213,133.33333333333334,1.3333333333333333,38.333333333333336,28.0,57.0,168.0,NULL,83.41322682451901,83.41322682451901,12.0,-0.5714285714285714,-0.6129032258064516,nan,nan,nan,nan,9.0,17.0,17.0,32.0,178.0,178.0,17.0,178.0,223.0,62.0,71.0,92.0,100.0,76.0,97.0,104.0,1.0664089492128237,nan,0.5139853953146776,1.0280714948547265,1.2581581000119335,0.16337934313679758,-0.4767946324869191,-0.27943103401058217,-0.20497109794035265,0.8516693106004967,"BSB273D"
"C14","F1529","933000320049196","F","13.0",-0.9243059857139896,0.6666666666666666,2.6666666666666665,0.0,1.0,1.0,nan,NULL,nan,nan,0.0,1.6666666666666667,0.0,nan,nan,NULL,NULL,nan,NULL,NULL,-0.25078606171990514,99.33333333333331,3.0,15.666666666666664,8.0,61.0,211.0,NULL,117.57840851452198,117.57840851452198,13.0,-0.3157894736842105,-0.3275862068965517,nan,nan,nan,nan,3.0,11.0,7.0,6.0,50.0,20.0,11.0,50.0,126.0,57.0,76.0,99.0,106.0,82.0,104.0,110.0,nan,nan,0.5459209032955172,0.4662841606770194,0.25932131075056325,0.8935096280023729,-0.09364019734832628,0.05829943557471363,-0.1238573974092935,-0.007357754203919134,"BSB273C"
"C16","M1788","933000320188427","M","4.0",-0.8929912514149146,0.6666666666666666,0.3333333333333333,0.0,1.0,nan,2062.0,NULL,0.0,nan,1.0,0.0,0.0,nan,3.0,NULL,NULL,0.0,NULL,NULL,nan,nan,nan,nan,nan,nan,nan,NULL,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,216.0,68.0,79.0,102.0,109.0,82.0,107.0,114.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,"BSB273D"
"C01","F10","933000120117334","F","10.0",0.6069462787745659,24.0,170.0,2.0,5.0,15.0,113.5,NULL,612.8795985892041,612.8795985892041,1.0,10.0,1.0,2.0,1.0,NULL,NULL,0.0,NULL,NULL,1.2770147627754806,188.0,364.0,149.33333333333334,99.0,119.0,47.0,NULL,611.9160186165902,611.9160186165902,9.0,nan,-0.7476635514018691,nan,nan,nan,nan,5.0,15.0,14.0,12.0,118.0,95.0,15.0,118.0,207.0,78.0,87.0,108.0,122.0,92.0,114.0,117.0,1.5773975018134336,0.0,11.867093349600706,0.9087732543685356,0.6979149711405989,0.0590750167274297,-0.3726583219483131,-0.3726583219483131,-0.2432825479042491,1.3262608616447202,"NaN"
"C02","F104","933000120138300","F","7.0",-0.9247668171494332,1.3333333333333333,0.3333333333333333,1.0,1.0,0.33333333333333304,525.0,NULL,212.132034355964,106.066017177982,2.333333333333333,0.0,0.33333333333333304,nan,nan,NULL,NULL,nan,NULL,NULL,-2.783820218654685,20.0,0.0,3.0,4.33333333333333,6.0,500.0,NULL,200.164564293073,200.164564293073,nan,nan,nan,50.0,0.6666666666666666,8.0,8.666666666666666,0.0,2.0,5.0,1.0,4.0,12.0,5.0,12.0,129.0,51.0,60.0,81.0,99.0,65.0,87.0,94.0,0.404061017820884,nan,0.462712347253489,-1.014282445965602,-1.8505610886468693,0.3719879959555334,nan,nan,nan,-1.435956039545444,"NaN"
"C03","F308","933000120138561","F","8.0",-0.3013887714978898,10.333333333333334,0.0,4.333333333333333,3.0,17.0,648.0,NULL,324.7593987736717,324.7593987736717,11.333333333333336,0.0,17.0,5.0,22.0,NULL,NULL,618.1356329884495,NULL,NULL,-0.847317165636638,76.0,0.0,11.0,12.0,41.0,235.0,NULL,555.6392745098008,555.6392745098008,13.0,-0.1875,0.11428571428571435,77.0,-2.333333333333333,9.666666666666666,7.333333333333332,7.0,5.0,10.0,20.0,12.0,40.0,10.0,40.0,143.0,80.0,89.0,111.0,125.0,95.0,117.0,122.0,0.4525587600489129,1.1861469899499806,1.952717566573031,-0.03530557943851017,-0.3984652583321113,0.6849009751836371,1.2949335559626487,1.2949335559626487,0.0017638039645389739,-0.6355481827153445,"NaN"
"C04","F411","933000120138677","F","11.0",0.8343195642872816,33.0,39.0,9.0,10.0,46.0,207.5,NULL,137.41466417582785,137.41466417582785,6.0,0.3333333333333333,2.0,3.0,10.0,NULL,NULL,1464.4673146081327,NULL,NULL,0.7643856803938014,143.33333333333334,1.0,88.33333333333331,34.0,65.0,136.0,NULL,97.77269300863058,97.77269300863058,18.0,-0.4705882352941176,-0.46,56.0,0.0,-4.333333333333334,-4.333333333333334,7.0,16.0,20.0,20.0,145.0,328.0,20.0,328.0,145.0,59.0,68.0,89.0,104.0,73.0,95.0,98.0,0.6311869742047597,1.1828025909499242,0.6481144422920587,1.2451130582299752,1.0327010803830896,1.2064226072304765,-0.4782329161368174,-0.4782329161368174,-0.16150174404171955,1.0142361464633394,"NaN"
"C05","F514","933000120138406","F","14.0",-0.8624823764493836,0.0,0.0,0.0,0.0,0.0,nan,NULL,nan,nan,3.0,1.0,1.6666666666666667,3.0,3.0,NULL,NULL,1193.9991159497936,NULL,NULL,-0.3685955991609943,71.33333333333333,0.0,5.333333333333333,9.0,32.0,284.0,NULL,131.85094733047114,131.85094733047114,10.0,-0.3333333333333333,-0.2307692307692308,74.0,3.0,-5.0,-2.0,0.0,8.0,5.0,0.0,25.0,12.0,8.0,25.0,169.0,77.0,86.0,107.0,122.0,91.0,114.0,119.0,nan,0.6919059972666372,0.44219966758955737,0.1282482224779348,-0.2993489166488694,0.3719879959555334,-0.1864732145640957,-0.3150899807518574,-0.09633298530826084,-0.4474551364618343,"MED1110"
"C07","F701","933000320046605","F","1.0",1.3870192673455637,41.66666666666666,9.333333333333334,17.333333333333332,11.0,59.0,138.5,NULL,99.0031420945052,99.0031420945052,1.6666666666666667,7.333333333333332,1.0,0.0,2.0,NULL,NULL,47.0,NULL,NULL,1.3682840743759874,147.33333333333334,1.0,9.666666666666666,24.0,64.0,141.0,NULL,49.39300655737821,49.39300655737821,17.0,-0.5277777777777778,-0.4631578947368421,67.0,-0.5,7.5,7.0,11.0,19.0,17.0,50.0,268.0,178.0,19.0,268.0,158.0,70.0,79.0,101.0,108.0,84.0,106.0,113.0,0.6116256499660541,0.6911764705882353,0.3368629290293314,1.5955915015584503,1.7634078458233224,0.8935096280023729,-0.1117996869481802,0.27964357733398315,-0.16239951217686785,2.090813926918065,"MED1110"
"C07","M770","933000320046131","M","2.0",1.3025472757935659,29.66666666666667,0.6666666666666666,3.6666666666666665,6.0,44.0,208.5,NULL,180.67088185434602,180.67088185434602,3.333333333333333,0.6666666666666666,0.3333333333333333,0.0,4.0,NULL,NULL,1001.7360440958568,NULL,NULL,0.2756608496371008,86.66666666666669,0.0,0.6666666666666666,10.0,27.0,252.0,NULL,57.54415620614878,57.54415620614878,14.0,-0.3,0.16666666666666666,64.0,4.0,-5.0,-1.0,8.0,13.0,13.0,25.0,77.0,77.0,13.0,77.0,206.0,67.0,76.0,98.0,105.0,81.0,103.0,110.0,0.7452132297109714,0.9296237980473282,0.2303274825909705,0.5469002543212736,0.4852482638269153,0.4762923223649013,1.12081577413818,0.6702590777623394,0.016655354777713446,0.32635138370625594,"MED1114"
"C08","M858","933000320047115","M","6.0",1.4159553189244043,34.333333333333336,2.333333333333333,105.33333333333331,8.0,49.0,32.5,NULL,494.61594100877915,494.61594100877915,1.6666666666666667,5.666666666666668,0.3333333333333333,0.0,5.0,NULL,NULL,1145.5,NULL,NULL,0.5403001023184599,87.33333333333331,0.3333333333333333,7.333333333333332,11.0,38.0,253.0,NULL,97.2871745055884,97.2871745055884,5.0,-0.9367088607594936,-0.7272727272727273,59.0,-6.333333333333332,-3.0,-9.333333333333332,2.0,10.0,12.0,2.0,40.0,62.0,12.0,62.0,200.0,66.0,75.0,98.0,105.0,82.0,103.0,109.0,2.9004629156675015,0.9695302581464241,0.3951724071475212,-0.00012049713578525059,0.27906957276379474,-0.5667509417287777,-0.5010861606351,-0.9479915613100997,-0.2374855743892727,0.09714312311037232,"BSB273D"
"C09","F928","933000320047330","F","12.0",1.9477564155484632,43.33333333333334,3.333333333333333,7.333333333333332,13.0,60.0,144.0,NULL,97.88727651660255,97.88727651660255,17.666666666666668,38.333333333333336,9.666666666666666,7.0,30.0,NULL,NULL,373.4325299167172,NULL,NULL,0.3851755107390935,108.0,2.0,5.0,17.0,54.0,199.0,NULL,195.2338812758081,195.2338812758081,22.0,-0.37142857142857133,0.20000000000000007,62.0,1.3333333333333337,1.3333333333333333,2.666666666666667,14.0,9.0,4.0,95.0,32.0,9.0,9.0,32.0,144.0,69.0,78.0,99.0,106.0,83.0,104.0,108.0,0.5951306485522774,0.9522453333249624,0.9689850313800232,0.7509013805603219,0.5491463442540868,1.2064226072304765,0.4949972959612199,0.1067362582542119,0.026131796204279054,0.3919683788288097,"BSB273C"
"C10","F1013","933000320047949","F","13.0",0.2923184615542766,30.0,2.6666666666666665,6.0,8.0,43.0,205.0,NULL,176.80429655774464,176.80429655774464,3.6666666666666665,12.0,1.0,0.0,9.0,NULL,NULL,1530.1739754229675,NULL,NULL,-1.0162874758603415,35.666666666666664,28.0,20.0,8.0,32.0,132.5,NULL,1428.2442489348184,1428.2442489348184,4.0,-0.2,-0.3333333333333333,70.0,0.0,4.333333333333333,4.333333333333333,3.0,0.0,7.0,6.0,0.0,20.0,7.0,20.0,166.0,75.0,90.0,112.0,120.0,93.0,118.0,124.0,0.7529479563622196,1.4493333802153974,2.324237996639249,-0.6996139802145357,-0.8337005951354469,-0.6710552681381455,-0.1527907511782152,-0.26302450934422505,-0.12549126662077034,-0.97369376884201,"BSB273B"
"C11","F1101","933000320187246","F","1.0",1.2203858804861063,33.666666666666664,0.0,9.666666666666666,8.0,43.0,150.0,NULL,195.7551682630822,195.7551682630822,3.0,2.333333333333333,1.0,2.0,1.0,NULL,NULL,1150.84989126394,NULL,NULL,0.3035345884657242,98.0,0.3333333333333333,2.0,26.0,39.0,223.0,NULL,96.49097134898756,96.49097134898756,8.0,-0.6190476190476191,-0.68,nan,nan,nan,nan,9.0,10.0,9.0,32.0,40.0,32.0,10.0,40.0,169.0,73.0,85.0,129.0,137.0,88.0,135.0,142.0,0.9535268397923384,1.0962215189051658,0.4383830488603673,0.4436077679961266,0.1254377412665587,-0.253837962500674,-0.3616347136836663,-0.3105171266059448,-0.2240462574570524,-0.07069358074076931,"BSB273B"
"C11","M1169","933000320187093","M","1.0",0.25066899386592706,16.0,8.666666666666666,5.666666666666668,13.0,15.0,333.0,NULL,576.0324605050965,576.0324605050965,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,NULL,NULL,0.0,NULL,NULL,1.2424728591990557,88.0,4.0,5.666666666666668,6.0,47.0,223.0,NULL,255.79614379512898,255.79614379512898,6.0,-0.7142857142857143,-0.28,nan,nan,nan,nan,4.0,5.0,8.0,9.0,12.0,25.0,8.0,25.0,240.0,69.0,81.0,125.0,133.0,84.0,131.0,138.0,1.2434144348217655,0.0,1.0338958951052848,0.21258125351265567,0.7528004875573724,-0.3581422889100419,-0.1289609003703978,-0.22271791555817413,-0.1103289603382654,0.9395416196903305,"BSB273E"
"C12","M1365","933000320048760","M","16.0",-0.7915561080492463,5.333333333333333,1.3333333333333333,0.3333333333333333,5.0,8.0,439.0,NULL,1692.021615680188,1692.021615680188,1.0,1.0,0.0,1.0,2.0,NULL,NULL,0.0,NULL,NULL,-0.4548612457967952,83.66666666666667,1.0,5.666666666666668,5.0,43.0,244.0,NULL,109.49166009785108,109.49166009785108,1.0,-0.9090909090909092,-0.9166666666666666,nan,nan,nan,nan,1.0,7.0,5.0,2.0,20.0,12.0,7.0,20.0,212.0,66.0,77.0,98.0,106.0,80.0,101.0,108.0,1.3107067693863927,0.0,0.4266869640356867,-0.8809791497652979,-1.0714120143444283,-0.7753595945475135,-0.2711563368907289,-0.8385668060324755,-0.2913289915856681,-1.005186127148645,"BSB273E"
"C13","M1465","933000320048800","M","13.0",0.9823099261104452,30.66666666666667,0.6666666666666666,3.333333333333333,12.0,41.0,215.0,NULL,160.14981466104692,160.14981466104692,1.3333333333333333,0.0,0.3333333333333333,1.0,3.0,NULL,NULL,2739.0,NULL,NULL,0.11164322100976244,87.66666666666669,0.3333333333333333,2.333333333333333,20.0,37.0,245.5,NULL,94.70947877494885,94.70947877494885,5.0,-0.7058823529411765,-0.7761194029850746,nan,nan,nan,nan,8.0,1.0,2.0,25.0,2.0,4.0,2.0,4.0,239.0,63.0,72.0,93.0,101.0,77.0,98.0,105.0,0.6784394071508961,0.934174624829468,0.3859452452312069,-0.5498993443038714,-0.5897200831464634,-0.5667509417287777,-0.7344037757004538,-0.5609398819726638,-0.2513723542273878,-0.846846609043525,"BSB273D"
"C14","F1530","933000320188255","F","14.0",-0.8443487205138174,2.333333333333333,2.0,0.0,2.0,5.0,658.0,NULL,2537.3556628900096,1903.8239644200303,1.0,7.333333333333332,0.0,1.0,nan,NULL,NULL,0.0,NULL,NULL,2.000609190812068,189.0,849.0,333.3333333333333,64.0,66.0,71.5,NULL,898.5319162537198,898.5319162537198,13.0,-0.59375,-0.7022900763358778,nan,nan,nan,nan,9.0,13.0,14.0,32.0,77.0,95.0,14.0,95.0,115.0,60.0,79.0,102.0,109.0,85.0,107.0,113.0,1.024862938399713,0.0,11.95737184822839,1.11692210256833,1.0237911297662026,0.3719879959555334,-0.3834011017000509,-0.7264183144281565,-0.23038317554077106,0.8810738224879099,"BSB273C"
"C17","F1816","933000320499687","F","16.0",-0.8962897039957141,3.6666666666666665,0.0,0.3333333333333333,2.0,8.0,235.0,NULL,1072.3366087517184,1072.3366087517184,0.3333333333333333,1.3333333333333333,0.3333333333333333,nan,1.0,NULL,NULL,nan,NULL,NULL,nan,nan,nan,nan,nan,nan,nan,NULL,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,145.0,71.0,83.0,105.0,112.0,89.0,110.0,117.0,1.5093884076893127,nan,nan,nan,nan,nan,nan,nan,nan,nan,"MTF134C"
"C01","F11","933000120117343","F","11.0",1.5417519313514638,39.0,0.0,8.0,12.0,31.0,143.0,NULL,130.5609173740585,130.5609173740585,0.6666666666666666,2.333333333333333,0.0,0.0,0.0,NULL,NULL,nan,NULL,NULL,0.03267025078733807,119.0,1.0,8.333333333333334,26.0,56.0,177.0,NULL,96.2206014236987,96.2206014236987,22.0,nan,-0.22352941176470584,nan,nan,nan,nan,11.0,17.0,19.0,50.0,178.0,268.0,19.0,268.0,170.0,78.0,87.0,108.0,122.0,92.0,114.0,117.0,0.7215381208499609,nan,0.5292185402170397,1.3994845030404146,1.2193503971799533,1.727944239277316,-0.20207898751744435,-0.20207898751744435,-0.09427475368620132,1.588722481825804,"NaN"
"C02","F105","933000120138282","F","12.0",1.001289286015819,40.0,1.3333333333333333,9.66666666666667,13.0,54.0,139.0,NULL,136.51248712984864,136.51248712984864,2.333333333333333,0.0,0.0,1.0,0.0,NULL,NULL,nan,NULL,NULL,0.25668728308935385,128.66666666666666,21.66666666666667,69.33333333333333,16.0,49.0,51.0,NULL,302.94518805265363,302.94518805265363,nan,nan,nan,50.0,19.33333333333333,-3.0000000000000013,16.333333333333332,8.0,6.0,6.0,25.0,15.0,15.0,6.0,15.0,135.0,51.0,60.0,81.0,99.0,65.0,87.0,95.0,0.7512681558886308,nan,1.8667225533201357,-0.4005734350986079,-1.0129242321082903,-0.3581422889100419,nan,nan,nan,-0.3360390382526586,"NaN"
